title,link,provider,subtitle,price,original_price,sold,saving,sold_or_enq,id
"Microsoft Excel Complete Course - Beginner, Intermediate & Advanced- CPD ",https://www.reed.co.uk/courses/microsoft-excel-complete-course-beginner-intermediate-advanced-cpd/140784#/courses/be-acouk/p545?sortby=MostPopular,Be-a.co.uk,Student Discount Card Eligible | Lifetime Access | Online certified training |Online certificate and exam included,29.0,597,11551,Save 95%,"11,551 students purchased this course",140784
Pass Your Driving Test â Theory Course,https://www.reed.co.uk/courses/pass-your-driving-test--theory-course/229618#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,12.0,249,30,Save 95%,30 students purchased this course,229618
Body Language and Gesture Training,https://www.reed.co.uk/courses/body-language-and-gesture-training/229621#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,19.0,245,7,Save 92%,7 students purchased this course,229621
Face Painting Online Course - CPD Certified,https://www.reed.co.uk/courses/face-painting-online-course-cpd-certified/229636#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,16.0,299,25,Save 94%,25 students purchased this course,229636
Anxiety Awarness Course,https://www.reed.co.uk/courses/anxiety-awarness-course/229647#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,15.0,245,3,Save 93%,3 students purchased this course,229647
Autism Awareness Training - CPD Certified,https://www.reed.co.uk/courses/autism-awareness-training-cpd-certified/229675#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,12.0,289,47,Save 95%,47 students purchased this course,229675
ADHD Awareness Course,https://www.reed.co.uk/courses/adhd-awareness-course/229682#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,16.0,245,6,Save 93%,6 students purchased this course,229682
"Office Admin, Secretarial and PA Diploma + HR and Leadership Management Level 4 - Only Â£27",https://www.reed.co.uk/courses/office-admin-secretarial-and-pa-diploma--hr-and-leadership-management-level-4-only-27/229833#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,25.0,269,47,Save 90%,47 students purchased this course,229833
"Logistics, Supply Chain and Inventory Management Course Bundle",https://www.reed.co.uk/courses/logistics-supply-chain-and-inventory-management-course-bundle/229947#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,27.0,269,3,Save 89%,3 students purchased this course,229947
Sage 50 Payroll 2017 Training + Microsoft Excel Diploma Level 3,https://www.reed.co.uk/courses/sage-50-payroll-2017-training--microsoft-excel-diploma-level-3/229989#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,25.0,269,16,Save 90%,16 students purchased this course,229989
Alternative Medicine Diploma Level 3 + Aromatherapy Diploma Level 3 (Only Â£27),https://www.reed.co.uk/courses/alternative-medicine-diploma-level-3--aromatherapy-diploma-level-3-only-27/230059#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,27.0,269,10,Save 89%,10 students purchased this course,230059
Sales Management Level 3 and Negotiation Skills Certification - Two Courses for Â£27,https://www.reed.co.uk/courses/sales-management-level-3-and-negotiation-skills-certification-two-courses-for-27/230074#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,27.0,269,4,Save 89%,4 students purchased this course,230074
IT Communications Level 3 + Cyber Security Diploma Level 3 (Only Â£27),https://www.reed.co.uk/courses/it-communications-level-3--cyber-security-diploma-level-3-only-27/230076#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,27.0,299,11,Save 90%,11 students purchased this course,230076
Computer Maintenance Specialist Training + Computer Operating and Maintenance Experts,https://www.reed.co.uk/courses/computer-maintenance-specialist-training--computer-operating-and-maintenance-experts/230190#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,23.0,245,14,Save 90%,14 students purchased this course,230190
Counselling & Psychotherapy Level 2 + Active Listening Diploma (Only Â£21),https://www.reed.co.uk/courses/counselling-psychotherapy-level-2--active-listening-diploma-only-21/230197#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,21.0,245,9,Save 91%,9 students purchased this course,230197
Microsoft Visio 2016 for Beginners - Level 2 & 3,https://www.reed.co.uk/courses/microsoft-visio-2016-for-beginners-level-2-3/230246#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,27.0,299,8,Save 90%,8 students purchased this course,230246
Diploma in Sales and Marketing,https://www.reed.co.uk/courses/diploma-in-sales-and-marketing/230313#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD approved training provider II Certificate Included,18.0,279,11,Save 93%,11 students purchased this course,230313
"Diploma in HR, Bookkeeping and Payroll Management - CPD Accredited - Only Â£21",https://www.reed.co.uk/courses/diploma-in-hr-bookkeeping-and-payroll-management-cpd-accredited-only-21/230362#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,19.0,269,13,Save 92%,13 students purchased this course,230362
Nail Technician Online Diploma + Professional Makeup Artist Training  (Only Â£27),https://www.reed.co.uk/courses/nail-technician-online-diploma--professional-makeup-artist-training-only-27/230418#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,27.0,299,5,Save 90%,5 students purchased this course,230418
Essential Office Skills Bundle with Excel Training - Only Â£33,https://www.reed.co.uk/courses/essential-office-skills-bundle-with-excel-training-only-33/230474#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD approved training provider II Certificate Included,33.0,599,3,Save 94%,3 students purchased this course,230474
Diploma in Recruitment Management - CPD Accredited,https://www.reed.co.uk/courses/diploma-in-recruitment-management-cpd-accredited/230539#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,12.0,379,40,Save 96%,40 students purchased this course,230539
Dog Grooming Diploma - CPD Certified,https://www.reed.co.uk/courses/dog-grooming-diploma-cpd-certified/230552#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,18.0,269,43,Save 93%,43 students purchased this course,230552
Level 2 Certificate in Inventory Management,https://www.reed.co.uk/courses/level-2-certificate-in-inventory-management/230586#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,19.0,245,3,Save 92%,3 students purchased this course,230586
Teacher Training and Teaching Assistant Course,https://www.reed.co.uk/courses/teacher-training-and-teaching-assistant-course/230609#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,17.0,249,19,Save 93%,19 students purchased this course,230609
Diploma in Hypnotherapy,https://www.reed.co.uk/courses/diploma-in-hypnotherapy/230616#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,19.0,269,16,Save 92%,16 students purchased this course,230616
"Office Admin, Secretarial and PA Diploma + 4 popular Courses - Now Only Â£49 (was Â£1099)",https://www.reed.co.uk/courses/office-admin-secretarial-and-pa-diploma--4-popular-courses-now-only-49-was-1099/230620#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,49.0,"1,099",10,Save 95%,10 students purchased this course,230620
"CBT, DBT, REBT, Gestalt Therapy and Occupational Therapy - Five Therapies Bundle",https://www.reed.co.uk/courses/cbt-dbt-rebt-gestalt-therapy-and-occupational-therapy-five-therapies-bundle/230634#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,46.0,899,28,Save 94%,28 students purchased this course,230634
"Aromatherapy, Crystal Healing, Massage, Sports Massage and Reflexology (5 Course Bundle)",https://www.reed.co.uk/courses/aromatherapy-crystal-healing-massage-sports-massage-and-reflexology-5-course-bundle/230637#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,37.0,899,23,Save 95%,23 students purchased this course,230637
SEO Training + Social Media Strategist Training + Digital Marketing Diploma,https://www.reed.co.uk/courses/seo-training--social-media-strategist-training--digital-marketing-diploma/230638#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,31.0,599,32,Save 94%,32 students purchased this course,230638
Become a Pet Care (Pack of 9 Pet Care Course) - Pet Care Award Certificate Included,https://www.reed.co.uk/courses/become-a-pet-care-pack-of-9-pet-care-course-pet-care-award-certificate-included/230741#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,18.0,"1,259",19,Save 98%,19 students purchased this course,230741
Social Media Marketing for Business Management,https://www.reed.co.uk/courses/social-media-marketing-for-business-management/238784#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,17.0,249,5,Save 93%,5 students purchased this course,238784
Life Coaching Training for Life Mentors,https://www.reed.co.uk/courses/life-coaching-training-for-life-mentors/238801#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,15.0,321,4,Save 95%,4 students purchased this course,238801
Cognitive Behavioural Therapy Training for Therapy Assistants,https://www.reed.co.uk/courses/cognitive-behavioural-therapy-training-for-therapy-assistants/239222#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,17.0,289,2,Save 94%,2 students purchased this course,239222
Aromatherapy Course for Massage Therapist,https://www.reed.co.uk/courses/aromatherapy-course-for-massage-therapist/239320#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,18.0,309,14,Save 94%,14 students purchased this course,239320
Project Management for The Team Leader,https://www.reed.co.uk/courses/project-management-for-the-team-leader/239328#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,19.0,309,1,Save 93%,1 student purchased this course,239328
Safeguarding Adults Course for Residential Care Workers,https://www.reed.co.uk/courses/safeguarding-adults-course-for-residential-care-workers/239331#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,17.0,249,4,Save 93%,4 students purchased this course,239331
Event Design and Styling Course for Events Management,https://www.reed.co.uk/courses/event-design-and-styling-course-for-events-management/239344#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,21.0,489,10,Save 95%,10 students purchased this course,239344
Management and Leadership for Business Administration,https://www.reed.co.uk/courses/management-and-leadership-for-business-administration/239442#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,19.0,369,2,Save 94%,2 students purchased this course,239442
Dealing with Difficult Conversations - CPD Certified ,https://www.reed.co.uk/courses/dealing-with-difficult-conversations-cpd-certified/248839#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,189,0,Save 94%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",248839
Time Management - CPD Certified,https://www.reed.co.uk/courses/time-management-cpd-certified/248848#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,299,7,Save 96%,7 students purchased this course,248848
Meeting Management - CPD Certified,https://www.reed.co.uk/courses/meeting-management-cpd-certified/248850#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,2,Save 94%,2 students purchased this course,248850
Attention Management - CPD Certified,https://www.reed.co.uk/courses/attention-management-cpd-certified/248853#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,0,Save 94%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",248853
Change Management - CPD Certified ,https://www.reed.co.uk/courses/change-management-cpd-certified/248859#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,4,Save 94%,4 students purchased this course,248859
Creative Thinking and Innovation - CPD Certified,https://www.reed.co.uk/courses/creative-thinking-and-innovation-cpd-certified/248861#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,4,Save 94%,4 students purchased this course,248861
Email Marketing Strategies for Beginner - CPD Certified,https://www.reed.co.uk/courses/email-marketing-strategies-for-beginner-cpd-certified/248862#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,0,Save 94%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",248862
Customer Service Skills - Delivering Excellent Service - CPD Certified,https://www.reed.co.uk/courses/customer-service-skills-delivering-excellent-service-cpd-certified/248916#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,1,Save 94%,1 student purchased this course,248916
Certificate in Business Etiquette and Professionalism  - CPD Certified,https://www.reed.co.uk/courses/certificate-in-business-etiquette-and-professionalism-cpd-certified/248917#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,1,Save 94%,1 student purchased this course,248917
Certificate in Administrative Support - CPD Certified,https://www.reed.co.uk/courses/certificate-in-administrative-support-cpd-certified/248919#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,239,2,Save 95%,2 students purchased this course,248919
Emotional Intelligence Training - CPD Certified,https://www.reed.co.uk/courses/emotional-intelligence-training-cpd-certified/248921#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,9,Save 94%,9 students purchased this course,248921
Personality Training - CPD Certified,https://www.reed.co.uk/courses/personality-training-cpd-certified/248922#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,1,Save 94%,1 student purchased this course,248922
Business Proposal Writing - CPD Certified,https://www.reed.co.uk/courses/business-proposal-writing-cpd-certified/248923#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,2,Save 94%,2 students purchased this course,248923
Telephone Skills Training - CPD Certified,https://www.reed.co.uk/courses/telephone-skills-training-cpd-certified/248924#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,0,Save 94%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",248924
Certificate in Google+ Advertising and Networking - CPD Certified,https://www.reed.co.uk/courses/certificate-in-google-advertising-and-networking-cpd-certified/248925#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,0,Save 94%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",248925
Telemarketing Training - CPD Certified,https://www.reed.co.uk/courses/telemarketing-training-cpd-certified/248929#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,0,Save 94%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",248929
Social Media Marketing Strategy - CPD Certified,https://www.reed.co.uk/courses/social-media-marketing-strategy-cpd-certified/248930#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,3,Save 94%,3 students purchased this course,248930
Handling a Difficult Customer - CPD Certified,https://www.reed.co.uk/courses/handling-a-difficult-customer-cpd-certified/248932#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,2,Save 94%,2 students purchased this course,248932
Level 2 Certificate in Strategic Planning Process - CPD Certified,https://www.reed.co.uk/courses/level-2-certificate-in-strategic-planning-process-cpd-certified/248933#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,1,Save 94%,1 student purchased this course,248933
"Facilitation Training for Better Meetings, Management and Group Work - CPD Certified",https://www.reed.co.uk/courses/facilitation-training-for-better-meetings-management-and-group-work-cpd-certified/248948#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,1,Save 94%,1 student purchased this course,248948
Professional Supervision Skills - Level 2 - CPD Certified,https://www.reed.co.uk/courses/professional-supervision-skills-level-2-cpd-certified/248949#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,10,Save 94%,10 students purchased this course,248949
Critical Thinking and Problem Solving Skills - CPD Certified,https://www.reed.co.uk/courses/critical-thinking-and-problem-solving-skills-cpd-certified/248950#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,7,Save 94%,7 students purchased this course,248950
Level 1 Certificate in Organisational Skills - CPD Certified,https://www.reed.co.uk/courses/level-1-certificate-in-organisational-skills-cpd-certified/248951#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,2,Save 94%,2 students purchased this course,248951
Personal Leadership and Influencing Skills - CPD Certified,https://www.reed.co.uk/courses/personal-leadership-and-influencing-skills-cpd-certified/248952#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,2,Save 94%,2 students purchased this course,248952
Master in SEO Keyword Research - CPD Certified,https://www.reed.co.uk/courses/master-in-seo-keyword-research-cpd-certified/248953#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,1,Save 94%,1 student purchased this course,248953
Creativity and Problem Solving Skills - CPD Certified,https://www.reed.co.uk/courses/creativity-and-problem-solving-skills-cpd-certified/248954#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,3,Save 94%,3 students purchased this course,248954
Level 2 Certificate in Workplace Professionalism - CPD Certified,https://www.reed.co.uk/courses/level-2-certificate-in-workplace-professionalism-cpd-certified/248957#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,0,Save 94%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",248957
Crisis Management Certification - CPD Certified,https://www.reed.co.uk/courses/crisis-management-certification-cpd-certified/248959#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,0,Save 94%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",248959
Corporate Risk and Crisis Management - CPD Certified,https://www.reed.co.uk/courses/corporate-risk-and-crisis-management-cpd-certified/248960#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,4,Save 94%,4 students purchased this course,248960
Leadership and Management Diploma - CPD Certified,https://www.reed.co.uk/courses/leadership-and-management-diploma-cpd-certified/250378#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,379,24,Save 97%,24 students purchased this course,250378
Accounting Skills - Financial Reports - CPD Certified,https://www.reed.co.uk/courses/accounting-skills-financial-reports-cpd-certified/250708#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,319,0,Save 96%,Exam(s) / assessment(s) is included in price,250708
Mastering MS Excel - CPD Certified,https://www.reed.co.uk/courses/mastering-ms-excel-cpd-certified/259398#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,14.0,317,2,Save 95%,2 students purchased this course,259398
Event Planner and Management Training - CPD Accredited,https://www.reed.co.uk/courses/event-planner-and-management-training-cpd-accredited/259402#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,317,3,Save 96%,3 students purchased this course,259402
Human Resources and Talent Management Diploma - CPD Certified,https://www.reed.co.uk/courses/human-resources-and-talent-management-diploma-cpd-certified/259616#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,23.0,319,0,Save 92%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",259616
Childminding Course level 3 - CPD Certified,https://www.reed.co.uk/courses/childminding-course-level-3-cpd-certified/259680#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,19.0,319,0,Save 94%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",259680
Team Management Skills - CPD Certified,https://www.reed.co.uk/courses/team-management-skills-cpd-certified/259694#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,17.0,319,1,Save 94%,1 student purchased this course,259694
Interior Designer Skills Level 3 - CPD Certified,https://www.reed.co.uk/courses/interior-designer-skills-level-3-cpd-certified/259702#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,19.0,315,0,Save 93%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",259702
Purchasing Manager Training - CPD Certified,https://www.reed.co.uk/courses/purchasing-manager-training-cpd-certified/259707#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,17.0,316,0,Save 94%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",259707
Classroom Assistant Training  - CPD Certified,https://www.reed.co.uk/courses/classroom-assistant-training-cpd-certified/259759#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,22.0,319,1,Save 93%,1 student purchased this course,259759
Copywriter Course Level 3 - CPD Certified,https://www.reed.co.uk/courses/copywriter-course-level-3-cpd-certified/259795#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,22.0,319,1,Save 93%,1 student purchased this course,259795
Complete Fitness Trainer Certification - CPD Certified,https://www.reed.co.uk/courses/complete-fitness-trainer-certification-cpd-certified/259816#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,22.0,319,5,Save 93%,5 students purchased this course,259816
Training Manager Level 3 - CPD Certified,https://www.reed.co.uk/courses/training-manager-level-3-cpd-certified/259823#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,23.0,319,1,Save 92%,1 student purchased this course,259823
Marketing Planner Course - CPD Certified,https://www.reed.co.uk/courses/marketing-planner-course-cpd-certified/259825#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,17.0,316,0,Save 94%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",259825
Business Management & Bookkeeping Training - CPD Accredited ,https://www.reed.co.uk/courses/business-management-bookkeeping-training-cpd-accredited/262450#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,21.0,469,0,Save 95%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",262450
Customer Service Assistant with Communication Skills Training - CPD Accredited,https://www.reed.co.uk/courses/customer-service-assistant-with-communication-skills-training-cpd-accredited/262472#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,17.0,699,2,Save 97%,2 students purchased this course,262472
People Management - CPD Accredited ,https://www.reed.co.uk/courses/people-management-cpd-accredited/266976#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Certified People Management Training I Free e-certificate I Flexible Study I Instant Access I Unlimited 24/7 Access,10.0,149,0,Save 93%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",266976
Dual Diagnosis - CPD Accredited ,https://www.reed.co.uk/courses/dual-diagnosis-cpd-accredited/266990#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Certified Dual Diagnosis Course I Free e-certificate I Flexible Study I Instant Access I Unlimited 24/7 Access,10.0,149,1,Save 93%,1 student purchased this course,266990
Food Hygiene and Safety Certificate - CPD Accredited ,https://www.reed.co.uk/courses/food-hygiene-and-safety-certificate-cpd-accredited/267052#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Certified Food Hygiene Course I Free e-certificate I Flexible Study I Instant Access I Unlimited 24/7 Access,12.0,149,1,Save 91%,1 student purchased this course,267052
Microsoft Office Bundle - CPD Accredited ,https://www.reed.co.uk/courses/microsoft-office-bundle-cpd-accredited/267133#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Certified Microsoft Office Bundle Course I Free e-certificate I Instant Access I Unlimited 24/7 Access,17.0,149,4,Save 88%,4 students purchased this course,267133
Customer Service - CPD Accredited ,https://www.reed.co.uk/courses/customer-service-cpd-accredited/267192#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Certified Customer Service Course I Free e-certificate I Instant Access I Unlimited 24/7 Access,12.0,149,0,Save 91%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",267192
Business Essestials - Effective Communication - CPD Accredited ,https://www.reed.co.uk/courses/business-essestials-effective-communication-cpd-accredited/267193#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Certified Effective Communication Course I Free e-certificate I Flexible Study I Unlimited 24/7 Access,10.0,149,0,Save 93%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",267193
Ultimate Microsoft Office 4 Courses Bundle - CPD Accredited,https://www.reed.co.uk/courses/ultimate-microsoft-office-4-courses-bundle-cpd-accredited/267389#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Certified Ultimate Microsoft Office 4 Courses Bundle I Free e-certificate I Unlimited 24/7 Access,19.0,149,2,Save 87%,2 students purchased this course,267389
