title,link,provider,subtitle,price,original_price,sold,saving,sold_or_enq,id
"Microsoft Excel Complete Course - Beginner, Intermediate & Advanced- CPD ",https://www.reed.co.uk/courses/microsoft-excel-complete-course-beginner-intermediate-advanced-cpd/140784#/courses/be-acouk/p545?sortby=MostPopular,Be-a.co.uk,Student Discount Card Eligible | Lifetime Access | Online certified training |Online certificate and exam included,29.0,597,11345,Save 95%,"11,345 students purchased this course",140784
Child Care Essentials - CPD Certified,https://www.reed.co.uk/courses/child-care-essentials-cpd-certified/248847#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,12.0,199,40,Save 94%,40 students purchased this course,248847
Customer Relationship Management - CPD Certified,https://www.reed.co.uk/courses/customer-relationship-management-cpd-certified/248918#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,3,Save 95%,3 students purchased this course,248918
Sales Negotiation Training - CPD Certified,https://www.reed.co.uk/courses/sales-negotiation-training-cpd-certified/248928#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,16,Save 95%,16 students purchased this course,248928
Critical Thinking and Problem Solving Skills - CPD Certified,https://www.reed.co.uk/courses/critical-thinking-and-problem-solving-skills-cpd-certified/248950#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,7,Save 95%,7 students purchased this course,248950
Level 1 Certificate in Organisational Skills - CPD Certified,https://www.reed.co.uk/courses/level-1-certificate-in-organisational-skills-cpd-certified/248951#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,2,Save 95%,2 students purchased this course,248951
Certificate in Computer Operating System and Troubleshooting - CPD Certified,https://www.reed.co.uk/courses/certificate-in-computer-operating-system-and-troubleshooting-cpd-certified/248956#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,5,Save 95%,5 students purchased this course,248956
Bookkeeping - Accounting and Bookkeeping Skills - CPD Accredited,https://www.reed.co.uk/courses/bookkeeping-accounting-and-bookkeeping-skills-cpd-accredited/250697#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,319,5,Save 97%,5 students purchased this course,250697
Mastering MS Excel - CPD Certified,https://www.reed.co.uk/courses/mastering-ms-excel-cpd-certified/259398#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,14.0,317,2,Save 96%,2 students purchased this course,259398
HR Assistant and Payroll Manager Training - CPD Certified,https://www.reed.co.uk/courses/hr-assistant-and-payroll-manager-training-cpd-certified/259627#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,17.0,317,6,Save 95%,6 students purchased this course,259627
Microsoft Office Bundle - CPD Accredited ,https://www.reed.co.uk/courses/microsoft-office-bundle-cpd-accredited/267133#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Certified Microsoft Office Bundle Course I Free e-certificate I Instant Access I Unlimited 24/7 Access,17.0,149,4,Save 89%,4 students purchased this course,267133
Ultimate Microsoft Office 4 Courses Bundle - CPD Accredited,https://www.reed.co.uk/courses/ultimate-microsoft-office-4-courses-bundle-cpd-accredited/267389#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Certified Ultimate Microsoft Office 4 Courses Bundle I Free e-certificate I Unlimited 24/7 Access,19.0,149,2,Save 87%,2 students purchased this course,267389
"Leadership, HR Management and Recruitment Training with UK Employment Law",https://www.reed.co.uk/courses/leadership-hr-management-and-recruitment-training-with-uk-employment-law/227965#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,27.0,589,32,Save 95%,32 students purchased this course,227965
Sage 50 Accounts and Payroll Complete Diploma - CPD Certified,https://www.reed.co.uk/courses/sage-50-accounts-and-payroll-complete-diploma-cpd-certified/227971#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,19.0,325,124,Save 94%,124 students purchased this course,227971
Microsoft Project 2016 Complete Course,https://www.reed.co.uk/courses/microsoft-project-2016-complete-course/228021#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,14.0,299,5,Save 95%,5 students purchased this course,228021
Coaching and Mentoring Diploma - CPD Certified,https://www.reed.co.uk/courses/coaching-and-mentoring-diploma-cpd-certified/228108#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,21.0,319,31,Save 93%,31 students purchased this course,228108
Garden Design and Maintenance Course + Greenhouse Growing Diploma Level 3 (Only Â£27),https://www.reed.co.uk/courses/garden-design-and-maintenance-course--greenhouse-growing-diploma-level-3-only-27/228303#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,27.0,289,5,Save 91%,5 students purchased this course,228303
"Food Hygiene, Health and Safety Level 2 Course",https://www.reed.co.uk/courses/food-hygiene-health-and-safety-level-2-course/228312#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,17.0,279,7,Save 94%,7 students purchased this course,228312
Legal Office Administration Course + Microsoft Office Essentials Certificate (Only Â£23),https://www.reed.co.uk/courses/legal-office-administration-course--microsoft-office-essentials-certificate-only-23/228313#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,21.0,245,21,Save 91%,21 students purchased this course,228313
Office Skills and Receptionist Course - CPD Certified,https://www.reed.co.uk/courses/office-skills-and-receptionist-course-cpd-certified/228591#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,18.0,229,60,Save 92%,60 students purchased this course,228591
Microsoft Office Essential Training for PA - CPD Certified,https://www.reed.co.uk/courses/microsoft-office-essential-training-for-pa-cpd-certified/228595#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,18.0,369,42,Save 95%,42 students purchased this course,228595
Office Admin and Customer Service Diploma,https://www.reed.co.uk/courses/office-admin-and-customer-service-diploma/229505#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,19.0,299,15,Save 94%,15 students purchased this course,229505
Forensic Psychology Course,https://www.reed.co.uk/courses/forensic-psychology-course/229568#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,16.0,289,16,Save 94%,16 students purchased this course,229568
Bereavement and Grief Counselling Course,https://www.reed.co.uk/courses/bereavement-and-grief-counselling-course/229571#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD approved training provider II Certificate Included,16.0,245,53,Save 93%,53 students purchased this course,229571
Microsoft Word 2016 Complete Course - CPD Certified,https://www.reed.co.uk/courses/microsoft-word-2016-complete-course-cpd-certified/229596#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,15.0,289,50,Save 95%,50 students purchased this course,229596
Face Painting Online Course - CPD Certified,https://www.reed.co.uk/courses/face-painting-online-course-cpd-certified/229636#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,16.0,299,25,Save 95%,25 students purchased this course,229636
Legal Secretary Diploma Level 3 + Microsoft Office Essentials Certificate Course,https://www.reed.co.uk/courses/legal-secretary-diploma-level-3--microsoft-office-essentials-certificate-course/229894#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,25.0,269,12,Save 91%,12 students purchased this course,229894
"Logistics, Supply Chain and Inventory Management Course Bundle",https://www.reed.co.uk/courses/logistics-supply-chain-and-inventory-management-course-bundle/229947#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,27.0,269,3,Save 90%,3 students purchased this course,229947
Financial Management Diploma Level 3 + Level 3 Diploma in Budgets and Money Management,https://www.reed.co.uk/courses/financial-management-diploma-level-3--level-3-diploma-in-budgets-and-money-management/229957#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,27.0,269,10,Save 90%,10 students purchased this course,229957
Sage 50 Payroll 2017 Training + Microsoft Excel Diploma Level 3,https://www.reed.co.uk/courses/sage-50-payroll-2017-training--microsoft-excel-diploma-level-3/229989#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,25.0,269,16,Save 91%,16 students purchased this course,229989
Computer Programming Diploma Level 3 with PHP Programming Diploma,https://www.reed.co.uk/courses/computer-programming-diploma-level-3-with-php-programming-diploma/229998#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,27.0,269,2,Save 90%,2 students purchased this course,229998
Sales Management Level 3 and Negotiation Skills Certification - Two Courses for Â£27,https://www.reed.co.uk/courses/sales-management-level-3-and-negotiation-skills-certification-two-courses-for-27/230074#/courses/janets/p1778?pageno=2&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,27.0,269,4,Save 90%,4 students purchased this course,230074
IT Communications Level 3 + Cyber Security Diploma Level 3 (Only Â£27),https://www.reed.co.uk/courses/it-communications-level-3--cyber-security-diploma-level-3-only-27/230076#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,27.0,299,11,Save 91%,11 students purchased this course,230076
Computer Maintenance Specialist Training + Computer Operating and Maintenance Experts,https://www.reed.co.uk/courses/computer-maintenance-specialist-training--computer-operating-and-maintenance-experts/230190#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,23.0,245,14,Save 91%,14 students purchased this course,230190
Counselling & Psychotherapy Level 2 + Active Listening Diploma (Only Â£21),https://www.reed.co.uk/courses/counselling-psychotherapy-level-2--active-listening-diploma-only-21/230197#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,21.0,245,9,Save 91%,9 students purchased this course,230197
Become a Digital Marketer (Pack of 10 Digital Marketing Course),https://www.reed.co.uk/courses/become-a-digital-marketer-pack-of-10-digital-marketing-course/230220#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,31.0,967,24,Save 97%,24 students purchased this course,230220
"Psychology Bundle: Grief, Bereavement, Alcohol and Drug Addition & Forensic",https://www.reed.co.uk/courses/psychology-bundle-grief-bereavement-alcohol-and-drug-addition-forensic/230237#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,33.0,299,11,Save 89%,11 students purchased this course,230237
Microsoft Visio 2016 for Beginners - Level 2 & 3,https://www.reed.co.uk/courses/microsoft-visio-2016-for-beginners-level-2-3/230246#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,27.0,299,7,Save 91%,7 students purchased this course,230246
Level 3 Diploma in Microsoft Excel 2016,https://www.reed.co.uk/courses/level-3-diploma-in-microsoft-excel-2016/230263#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,19.0,249,4,Save 92%,4 students purchased this course,230263
Become a Web Developer - 8 Web Development Course Pack,https://www.reed.co.uk/courses/become-a-web-developer-8-web-development-course-pack/230473#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,46.0,967,22,Save 95%,22 students purchased this course,230473
Essential Office Skills Bundle with Excel Training - Only Â£33,https://www.reed.co.uk/courses/essential-office-skills-bundle-with-excel-training-only-33/230474#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD approved training provider II Certificate Included,33.0,599,3,Save 94%,3 students purchased this course,230474
Diploma in Six Sigma and Lean Process + 2 more Professional Courses in One (Only Â£37),https://www.reed.co.uk/courses/diploma-in-six-sigma-and-lean-process--2-more-professional-courses-in-one-only-37/230487#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,37.0,539,5,Save 93%,5 students purchased this course,230487
Professional Childcare and Nannying,https://www.reed.co.uk/courses/professional-childcare-and-nannying/230517#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,13.0,299,17,Save 96%,17 students purchased this course,230517
Professional Supervisor Training Course,https://www.reed.co.uk/courses/professional-supervisor-training-course/230528#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,14.0,249,9,Save 94%,9 students purchased this course,230528
Teaching English as Foreign Language (TEFL) - CPD Certified,https://www.reed.co.uk/courses/teaching-english-as-foreign-language-tefl-cpd-certified/230538#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,18.0,299,43,Save 94%,43 students purchased this course,230538
Counselling and Psychotherapy Course - CPD Certified,https://www.reed.co.uk/courses/counselling-and-psychotherapy-course-cpd-certified/230561#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,16.0,369,45,Save 96%,45 students purchased this course,230561
Level 2 Certificate in Inventory Management,https://www.reed.co.uk/courses/level-2-certificate-in-inventory-management/230586#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,19.0,245,3,Save 92%,3 students purchased this course,230586
Diploma in Hypnotherapy,https://www.reed.co.uk/courses/diploma-in-hypnotherapy/230616#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,19.0,269,16,Save 93%,16 students purchased this course,230616
"Office Admin, Secretarial and PA Diploma + 4 popular Courses - Now Only Â£49 (was Â£1099)",https://www.reed.co.uk/courses/office-admin-secretarial-and-pa-diploma--4-popular-courses-now-only-49-was-1099/230620#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,49.0,"1,099",10,Save 96%,10 students purchased this course,230620
Anger Management Counselling Course,https://www.reed.co.uk/courses/anger-management-counselling-course/230621#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,12.0,249,6,Save 95%,6 students purchased this course,230621
"UX Design, UI Design, Adobe XD Design, Modern Web Design and Freelancing",https://www.reed.co.uk/courses/ux-design-ui-design-adobe-xd-design-modern-web-design-and-freelancing/230640#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,49.0,899,5,Save 95%,5 students purchased this course,230640
Social Media Marketing for Business Management,https://www.reed.co.uk/courses/social-media-marketing-for-business-management/238784#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,17.0,249,5,Save 93%,5 students purchased this course,238784
Life Coaching Training for Life Mentors,https://www.reed.co.uk/courses/life-coaching-training-for-life-mentors/238801#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,15.0,321,4,Save 95%,4 students purchased this course,238801
Life Coach Training,https://www.reed.co.uk/courses/life-coach-training/239213#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,15.0,249,7,Save 94%,7 students purchased this course,239213
Cognitive Behavioural Therapy Training for Therapy Assistants,https://www.reed.co.uk/courses/cognitive-behavioural-therapy-training-for-therapy-assistants/239222#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,17.0,289,2,Save 94%,2 students purchased this course,239222
Safeguarding Adults Course for Residential Care Workers,https://www.reed.co.uk/courses/safeguarding-adults-course-for-residential-care-workers/239331#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,17.0,249,4,Save 93%,4 students purchased this course,239331
Massage Therapy Training for Nurses,https://www.reed.co.uk/courses/massage-therapy-training-for-nurses/239438#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,18.0,369,9,Save 95%,9 students purchased this course,239438
Travel and Tourism Course for Hospitality Management,https://www.reed.co.uk/courses/travel-and-tourism-course-for-hospitality-management/239439#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,17.0,369,5,Save 95%,5 students purchased this course,239439
Dealing with Difficult Conversations - CPD Certified ,https://www.reed.co.uk/courses/dealing-with-difficult-conversations-cpd-certified/248839#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,189,0,Save 95%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",248839
Time Management - CPD Certified,https://www.reed.co.uk/courses/time-management-cpd-certified/248848#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,299,7,Save 97%,7 students purchased this course,248848
Meeting Management - CPD Certified,https://www.reed.co.uk/courses/meeting-management-cpd-certified/248850#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,2,Save 95%,2 students purchased this course,248850
Attention Management - CPD Certified,https://www.reed.co.uk/courses/attention-management-cpd-certified/248853#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,0,Save 95%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",248853
Creative Thinking and Innovation - CPD Certified,https://www.reed.co.uk/courses/creative-thinking-and-innovation-cpd-certified/248861#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,4,Save 95%,4 students purchased this course,248861
Email Marketing Strategies for Beginner - CPD Certified,https://www.reed.co.uk/courses/email-marketing-strategies-for-beginner-cpd-certified/248862#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,0,Save 95%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",248862
Level 1 Certificate in Call Center Training - CPD Certified,https://www.reed.co.uk/courses/level-1-certificate-in-call-center-training-cpd-certified/248914#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,1,Save 95%,1 student purchased this course,248914
Customer Service Skills - Delivering Excellent Service - CPD Certified,https://www.reed.co.uk/courses/customer-service-skills-delivering-excellent-service-cpd-certified/248916#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,1,Save 95%,1 student purchased this course,248916
Certificate in Business Etiquette and Professionalism  - CPD Certified,https://www.reed.co.uk/courses/certificate-in-business-etiquette-and-professionalism-cpd-certified/248917#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,1,Save 95%,1 student purchased this course,248917
Certificate in Administrative Support - CPD Certified,https://www.reed.co.uk/courses/certificate-in-administrative-support-cpd-certified/248919#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,239,2,Save 96%,2 students purchased this course,248919
Emotional Intelligence Training - CPD Certified,https://www.reed.co.uk/courses/emotional-intelligence-training-cpd-certified/248921#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,9,Save 95%,9 students purchased this course,248921
Personality Training - CPD Certified,https://www.reed.co.uk/courses/personality-training-cpd-certified/248922#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,1,Save 95%,1 student purchased this course,248922
Business Proposal Writing - CPD Certified,https://www.reed.co.uk/courses/business-proposal-writing-cpd-certified/248923#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,2,Save 95%,2 students purchased this course,248923
Telephone Skills Training - CPD Certified,https://www.reed.co.uk/courses/telephone-skills-training-cpd-certified/248924#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,0,Save 95%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",248924
Certificate in Google+ Advertising and Networking - CPD Certified,https://www.reed.co.uk/courses/certificate-in-google-advertising-and-networking-cpd-certified/248925#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,0,Save 95%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",248925
Telemarketing Training - CPD Certified,https://www.reed.co.uk/courses/telemarketing-training-cpd-certified/248929#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,0,Save 95%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",248929
Social Media Marketing Strategy - CPD Certified,https://www.reed.co.uk/courses/social-media-marketing-strategy-cpd-certified/248930#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,3,Save 95%,3 students purchased this course,248930
Handling a Difficult Customer - CPD Certified,https://www.reed.co.uk/courses/handling-a-difficult-customer-cpd-certified/248932#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,2,Save 95%,2 students purchased this course,248932
Level 2 Certificate in Strategic Planning Process - CPD Certified,https://www.reed.co.uk/courses/level-2-certificate-in-strategic-planning-process-cpd-certified/248933#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,1,Save 95%,1 student purchased this course,248933
Level 2 Certificate in Workplace Communication Skills - CPD Certified,https://www.reed.co.uk/courses/level-2-certificate-in-workplace-communication-skills-cpd-certified/248947#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,2,Save 95%,2 students purchased this course,248947
"Facilitation Training for Better Meetings, Management and Group Work - CPD Certified",https://www.reed.co.uk/courses/facilitation-training-for-better-meetings-management-and-group-work-cpd-certified/248948#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,1,Save 95%,1 student purchased this course,248948
Professional Supervision Skills - Level 2 - CPD Certified,https://www.reed.co.uk/courses/professional-supervision-skills-level-2-cpd-certified/248949#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,10,Save 95%,10 students purchased this course,248949
Personal Leadership and Influencing Skills - CPD Certified,https://www.reed.co.uk/courses/personal-leadership-and-influencing-skills-cpd-certified/248952#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,2,Save 95%,2 students purchased this course,248952
Master in SEO Keyword Research - CPD Certified,https://www.reed.co.uk/courses/master-in-seo-keyword-research-cpd-certified/248953#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,1,Save 95%,1 student purchased this course,248953
Creativity and Problem Solving Skills - CPD Certified,https://www.reed.co.uk/courses/creativity-and-problem-solving-skills-cpd-certified/248954#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,3,Save 95%,3 students purchased this course,248954
Level 2 Certificate in Conflict Management Techniques - CPD Certified,https://www.reed.co.uk/courses/level-2-certificate-in-conflict-management-techniques-cpd-certified/248955#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,14,Save 95%,14 students purchased this course,248955
Level 2 Certificate in Workplace Professionalism - CPD Certified,https://www.reed.co.uk/courses/level-2-certificate-in-workplace-professionalism-cpd-certified/248957#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,0,Save 95%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",248957
Crisis Management Certification - CPD Certified,https://www.reed.co.uk/courses/crisis-management-certification-cpd-certified/248959#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,0,Save 95%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",248959
Corporate Risk and Crisis Management - CPD Certified,https://www.reed.co.uk/courses/corporate-risk-and-crisis-management-cpd-certified/248960#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,199,4,Save 95%,4 students purchased this course,248960
Leadership and Management Diploma - CPD Certified,https://www.reed.co.uk/courses/leadership-and-management-diploma-cpd-certified/250378#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,379,24,Save 97%,24 students purchased this course,250378
Accounting Skills - Financial Reports - CPD Certified,https://www.reed.co.uk/courses/accounting-skills-financial-reports-cpd-certified/250708#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,319,0,Save 97%,Exam(s) / assessment(s) is included in price,250708
Event Planner and Management Training - CPD Accredited,https://www.reed.co.uk/courses/event-planner-and-management-training-cpd-accredited/259402#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,10.0,317,3,Save 97%,3 students purchased this course,259402
Human Resources and Talent Management Diploma - CPD Certified,https://www.reed.co.uk/courses/human-resources-and-talent-management-diploma-cpd-certified/259616#/courses/janets/p1778?pageno=3&sortby=MostPopular,Janets,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,23.0,319,0,Save 93%,"Exam(s) / assessment(s) is included in price
Tutor is available to students",259616
